'Has Serial No' can not be 'Yes' for non-stock item,'A un Numéro de Série' ne peut pas être 'Oui' pour un article hors-stock,
'Opening','Ouverture',
'To Case No.' cannot be less than 'From Case No.','Au Cas N°' ne peut pas être inférieur à ‘Du Cas N°',
'To Date' is required,'Date de Fin' est requise,
'Total','Total',
'Update Stock' can not be checked because items are not delivered via {0},'Mettre à Jour le Stock' ne peut pas être coché car les articles ne sont pas livrés par {0},
'Update Stock' cannot be checked for fixed asset sale,'Mettre à Jour Le Stock' ne peut pas être coché pour la vente d'actifs immobilisés,
'employee_field_value' and 'timestamp' are required.,'employee_field_value' et 'timestamp' sont obligatoires.,
(A) Qty After Transaction,(A) Qté après transaction,
(B) Expected Qty After Transaction,(B) Quantité attendue après transaction,
(C) Total qty in queue,(C) Qté totale en file d'attente,
(D) Balance Stock Value,(D) Valeur du solde du stock,
(E) Balance Stock Value in Queue,(E) Valeur du solde du stock en file d'attente,
(F) Stock Value Difference,(F) Différence de valeur du stock,
(Forecast),(Prévision),
(G) Stock Value difference (FIFO queue),(G) Différence de valeur du stock (File d'attente PEPS),
(H) Valuation Rate,(H) Taux de valorisation,
(Half Day),(Demi-journée),
(Hour Rate / 60) * Actual Operation Time,(Tarif Horaire / 60) * Temps Réel d'Opération,
(I) Valuation Rate as per FIFO,(I) Taux de valorisation PEPS,
(J) Valuation = Value (D) ÷ Qty (A),(J) Valorisation = Valeur (D) ÷ Qté (A),
(Serial No: {0}) cannot be consumed as it's reserverd to fullfill Sales Order {1}.,(N° de série: {0}) ne peut pas être consommé car il est réservé pour la commande client {1},
(including),(compris),
) for {0},) pour {0},
* Will be calculated in the transaction.,* Sera calculé lors de la transaction.,
**Fiscal Year** represents a Financial Year. All accounting entries and other major transactions are tracked against **Fiscal Year**.,**Exercice** représente un Exercice Financier. Toutes les écritures comptables et autres transactions majeures sont suivis en **Exercice**.,
**Monthly Distribution** helps you distribute the Budget/Target across months if you have seasonality in your business.,**Répartition Mensuelle** vous aide à diviser le Budget / la Cible sur plusieurs mois si vous avez de la saisonnalité dans votre entreprise.,
+ Add Payment Method,+ Ajouter une méthode de paiement,
+ CA3 entries corrections,+ Corrections des entrées de CA3,
+ Collected tax accounting balance,+ Solde des comptes de TVA collectée,
- Event cancelled by Google Calendar.,- Réservation annulée par Google Agenda,
- Event deleted from Google Calendar.,- Evénements supprimés par Google Agenda.,
- Gross,- Brut,
- Net,- Net,
. By : {0},. Par : {0},
. Please Check documents,. Veuillez vérifier les documents,
. You can can change this in ,. Vous pouvez changer cela dans,
...Adding Lead to Prospect,... Ajout du lead au prospect,
0-30,0-30,
1 Loyalty Points = How much base currency?,1 point de fidélité = Quel montant en devise de base ?,
1 exact match.,1 correspondance exacte.,
1 hr,1 hr,
100px by 100px,100px par 100px,
15th day of the month,15 du mois,
194A,194A,
194C,194C,
194D,194D,
194H,194H,
194I,194I,
194J,194J,
194LA,194LA,
194LBB,194LBB,
194LBC,194LBC,
1st day of the month,1er jour du mois,
1{0},1{0},
2 Yearly,2 ans,
30 mins,30 mins,
30-60,30-60,
6 hrs,6 hrs,
60-90,60-90,
80G Number,Numéro 80G,
80G With Effect From,80G avec effet le,
90 Above,90 et +,
90-Above,90-Dessus,
<b>Company</b> is a mandatory filter.,<b>Société</b> est un filtre obligatoire.,
<b>Example:</b> SAL-{first_name}-{date_of_birth.year} <br>This will generate a password like SAL-Jane-1972,<b>Exemple:</b> SAL-{first_name}-{date_of_birth.year} <br>Ceci générera un mot de passe de la forme SAL-Jane-1972,
<b>From Date</b> is a mandatory filter.,<b>Date de début</b> est un filtre obligatoire.,
<b>From Time</b> cannot be later than <b>To Time</b> for {0},<b>La date de début</b> ne peut pas être après la <b>date de fin</b> pour {0},
<b>H</b>,<b>C</b>,
<b>To Date</b> is a mandatory filter.,<b>Date de fin</b> est un filtre obligatoire.,
<b>Total Leaves Allocated</b> are more than the number of days in the allocation period,<b>Total des congés alloués</b> sont supérieurs au nombre de jours de la période d'allocation.,
<b>WO</b>,<b>WE</b>,
"<br>
<h4>Note</h4>
<ul>
<li>
You can use <a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank"">Jinja tags</a> in <b>Subject</b> and <b>Body</b> fields for dynamic values.
</li><li>
    All fields in this doctype are available under the <b>doc</b> object and all fields for the customer to whom the mail will go to is available under the  <b>customer</b> object.
</li></ul>
<h4> Examples</h4>
<!-- {% raw %} -->
<ul>
    <li><b>Subject</b>:<br><br><pre><code>Statement Of Accounts for {{ customer.name }}</code></pre><br></li>
    <li><b>Body</b>: <br><br>
<pre><code>Hello {{ customer.name }},<br>PFA your Statement Of Accounts from {{ doc.from_date }} to {{ doc.to_date }}.</code> </pre></li>
</ul>
<!-- {% endraw %} -->","<br>
<h4>Note</h4>
<ul>
<li>
Vous pouvez utiliser les <a href=""https://jinja.palletsprojects.com/en/2.11.x/"" target=""_blank"">tags Jinja</a> dans les champs <b>Sujet</b> et <b>Message</b> pour utiliser des valeurs dynamiques.
</li><li>
    Tous les champs de ce type de document sont disponibles via l'objet <b>doc</b> et tous les champs pour le client à qui cet email va être envoyé sont disponibles via l'objet <b>customer</b>.
</li></ul>
<h4> Exemples</h4>
<!-- {% raw %} -->
<ul>
    <li><b>Sujet</b>:<br><br><pre><code>Relevé de comptes de {{ customer.name }}</code></pre><br></li>
    <li><b>Message</b>: <br><br>
<pre><code>Bonjour {{ customer.name }},<br>Veuillez trouver ci-joint votre relevé de situation du {{ doc.from_date }} au {{ doc.to_date }}.</code> </pre></li>
</ul>
<!-- {% endraw %} -->",
"<div class=""columnHeading"">Other Details</div>","<div class=""columnHeading"">Autres détails</div>",
"<div class=""well"">
Edit list of Series in the box below. Rules:
<ul>
<li>Each Series Prefix on a new line.</li>
<li>Allowed special characters are ""/"" and ""-""</li>
<li>Optionally, set the number of digits in the series using dot (.) followed by hashes (#). For example, "".####"" means that the series will have four digits. Default is five digits.</li>
</ul>
Examples:<br>
INV-<br>
INV-10-<br>
INVK-<br>
INV-.####<br>
</div>","<div class=""well"">
Modifiez la liste des séries dans le champ ci-dessous. Règles:
<ul>
<li>Chaque préfixe de série sur une ligne différente.</li>
<li>Les caractères spéciaux autorisés sont ""/"" et ""-""</li>
<li>En option, définissez le nombre de chiffres dans la série en utilisant un point (.) suivi de dièses (#). Par exemple, "".####"" veut dire que la série aura quatre chiffres. Par défaut il y en a cinq.</li>
</ul>
Exemples:<br>
INV-<br>
INV-10-<br>
INVK-<br>
INV-.####<br>
</div>",
"<div>
<h3> All dimensions in centimeter only </h3>
</div>","<div>
<h3> Toues les dimensions en centimètre seulement </h3>
</div>",
"<h3>About Product Bundle</h3>

<p>Aggregate group of <b>Items</b> into another <b>Item</b>. This is useful if you are bundling a certain <b>Items</b> into a package and you maintain stock of the packed <b>Items</b> and not the aggregate <b>Item</b>.</p>
<p>The package <b>Item</b> will have <code>Is Stock Item</code> as <b>No</b> and <code>Is Sales Item</code> as <b>Yes</b>.</p>
<h4>Example:</h4>
<p>If you are selling Laptops and Backpacks separately and have a special price if the customer buys both, then the Laptop + Backpack will be a new Product Bundle Item.</p>","<h3>Les ensembles de produits</h3>

<p>Cela permet de grouper certains <b>Articles</b> au sein d'un autre <b>Article</b>. Cela sert si vous vendez certains <b>Articles</b> au sein d'un lot et que vous souhaitez suivre les stocks des <b>Articles détaillés</b> et non celui du <b>Lot</b>.</p>
<p><b>L'article</b> du lot Item aura la valeur <b>Non</b> dans le champ <code>Maintenir le stock</code> et la valeur <b>Oui</b> and le champ <code>Est un article de vente</code>.</p>
<h4>Exemple:</h4>
<p>Si vous vendez des ordinateurs et des sacs à dos séparément et avez un prix spécial si le client achète les deux, alors la combinaison ordinateur + sac à dos sera un nouvel ensemble de produits.</p>",
"<h3>Currency Exchange Settings Help</h3>
<p>There are 3 variables that could be used within the endpoint, result key and in values of the parameter.</p>
<p>Exchange rate between {from_currency} and {to_currency} on {transaction_date} is fetched by the API.</p>
<p>Example: If your endpoint is exchange.com/2021-08-01, then, you will have to input exchange.com/{transaction_date}</p>","<h3>Aide sur les paramètres de change</h3>
<p>Il y a 3 variables qui peuvent être utilisées dans le point final, la clé de résultat et dans les valeurs du paramètre.</p>
<p>Le taux de change entre {from_currency} et {to_currency} à la {transaction_date} est récupéré par l'API.</p>
<p>Exemple : Si votre point de terminaison est exchange.com/2021-08-01, vous devrez saisir exchange.com/{transaction_date}.</p>",
"<h3>Help</h3>

<p>Notes:</p>

<ol>
<li>Use field <code>base</code> for using base salary of the Employee</li>
<li>Use Salary Component abbreviations in conditions and formulas. <code>BS = Basic Salary</code></li>
<li>Use field name for employee details in conditions and formulas. <code>Employment Type = employment_type</code><code>Branch = branch</code></li>
<li>Use field name from Salary Slip in conditions and formulas. <code>Payment Days = payment_days</code><code>Leave without pay = leave_without_pay</code></li>
<li>Direct Amount can also be entered based on Condition. See example 3</li></ol>

<h4>Examples</h4>
<ol>
<li>Calculating Basic Salary based on <code>base</code>
<pre><code>Condition: base &lt; 10000</code></pre>
<pre><code>Formula: base * .2</code></pre></li>
<li>Calculating HRA based on Basic Salary<code>BS</code>
<pre><code>Condition: BS &gt; 2000</code></pre>
<pre><code>Formula: BS * .1</code></pre></li>
<li>Calculating TDS based on Employment Type<code>employment_type</code>
<pre><code>Condition: employment_type==""Intern""</code></pre>
<pre><code>Amount: 1000</code></pre></li>
</ol>","<h3>Aide</h3>

<p>Notes:</p>

<ol>
<li>Utiliser le champ <code>base</code> pour utiliser le salaire de base de l'employé</li>
<li>Utiliser les abréviations des composantes de salaire dans les conditions et formules. <code>BS = Salaire de base</code></li>
<li>Utiliser les noms de champ des détails de l'employé dans les conditions et formules. <code>Type de contrat = employment_type</code><code>Branche = branch</code></li>
<li>Utiliser les noms de champs des fiches de paie dans les conditions et formules. <code>Jours de paiement = payment_days</code><code>Congés sans solde = leave_without_pay</code></li>
<li>Le montant direct peut aussi être saisi sur la base d'une condition. Voir l'exemple 3</li></ol>

<h4>Exemples</h4>
<ol>
<li>Calculer un salaire de base sur la <code>base</code>
<pre><code>Condition: base &lt; 10000</code></pre>
<pre><code>Formule: base * .2</code></pre></li>
<li>Calculer un HRA sur un salaire de base<code>BS</code>
<pre><code>Condition: BS &gt; 2000</code></pre>
<pre><code>Formule: BS * .1</code></pre></li>
<li>Calculer un TDS basé sur le type de contrat<code>employment_type</code>
<pre><code>Condition: employment_type==""Stagiaire""</code></pre>
<pre><code>Montant: 1000</code></pre></li>
</ol>",
"<h4>Body Text and Closing Text Example</h4>

<div>We have noticed that you have not yet paid invoice {{sales_invoice}} for {{frappe.db.get_value(""Currency"", currency, ""symbol"")}} {{outstanding_amount}}. This is a friendly reminder that the invoice was due on {{due_date}}. Please pay the amount due immediately to avoid any further dunning cost.</div>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your template are the fields in the document. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>Example de corps de texte</h4>

<div>Votre facture {{sales_invoice}} présente un montant impayé de {{outstanding_amount}} {{frappe.db.get_value(""Currency"", currency, ""symbol"")}}. Cette facture est arrivée à échéance le {{due_date}}. Pouvez-vous procéder à son règlement au plus vite s'il vous plaît ?</div>

<h4>Comment récupérer les noms des champs</h4>

<p>Les noms de champs que vous pouvez utiliser dans vos modèles de contrat sont les champs dans le contrat pour lequel vous créez ce modèle. Vous pouvez trouver les champs de tous les types de documents via Paramètres &gt; Personnaliser le formulaire et en sélectionnant le type de document (ex. Facture de vente)</p>

<h4>Modèle</h4>

<p>Les modèles sont générés en utilisant le language Jinja. Pour en savoir plus sur Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">lisez cette documentation.</a></p>",
"<h4>Condition Examples</h4>
<ol>
<li>Applying tax if employee born between 31-12-1937 and 01-01-1958 (Employees aged 60 to 80)<br>
<code>Condition: date_of_birth&gt;date(1937, 12, 31) and date_of_birth&lt;date(1958, 01, 01)</code></li><br><li>Applying tax by employee gender<br>
<code>Condition: gender==""Male""</code></li><br>
<li>Applying tax by Salary Component<br>
<code>Condition: base &gt; 10000</code></li></ol>","<h4>Exemples de conditions</h4>
<ol>
<li>Application d'une taxe si l'employé est né entre le 31/12/1937 et le 01/01/1958 (Employés agés de 60 à 80 ans)<br>
<code>Condition: date_of_birth&gt;date(1937, 12, 31) and date_of_birth&lt;date(1958, 01, 01)</code></li><br><li>Application d'une taxe en fonction du sexe de l'employé<br>
<code>Condition: gender==""Male""</code></li><br>
<li>Application d'une taxe par composante salariale<br>
<code>Condition: base &gt; 10000</code></li></ol>",
"<h4>Contract Template Example</h4>

<pre>Contract for Customer {{ party_name }}

-Valid From : {{ start_date }}
-Valid To : {{ end_date }}
</pre>

<h4>How to get fieldnames</h4>

<p>The field names you can use in your Contract Template are the fields in the Contract for which you are creating the template. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Contract)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>Exemple de modèle de contrat</h4>

<pre>Contrat pour le client {{ party_name }}

-Valide à partir du : {{ start_date }}
-Valid jusqu'au : {{ end_date }}
</pre>

<h4>Comment obtenir les noms de champs</h4>

<p>Les noms de champs vous pouvez utiliser dans vos modèles de contrat sont les champs du contrat pour lesquels vous créez le modèle. Vous pouvez trouver les champs de n'importe quel type de document via Personnalisations > Personnaliser un formulaire et en sélectionnant un type de document (ex. Contrat)</p>

<h4>Variables</h4>

<p>Les variables sont compilées grâce au language de modelisation Jinja. Pour en savoir plus sur Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">lisez cette documentation.</a></p>",
"<h4>Standard Terms and Conditions Example</h4>

<pre>Delivery Terms for Order number {{ name }}

-Order Date : {{ transaction_date }}
-Expected Delivery Date : {{ delivery_date }}
</pre>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your email template are the fields in the document from which you are sending the email. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>","<h4>Exemple de termes et conditions standard</h4>

<pre>Conditions de livraison pour la commande {{ name }}

-Date de commande : {{ transaction_date }}
-Date de livraison prévue : {{ delivery_date }}
</pre>

<h4>Comment récupérer les noms de champs</h4>

<p>Les champs de nom utilisables dans vos modèles d'email sont les champs du document depuis lequel vous envoyez l'email. Vous pouvez trouvez les champs de tous les documents via Personnalisations > Personnaliser un formulaire et en sélectionnant le type de document concerné (ex. Facture de vente)</p>

<h4>Modèles</h4>

<p>Les modèles sont compilés grâce au language Jinja. Pour en savoir plus sur Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">lisez cette documentation.</a></p>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Account Number Settings</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">Paramètres du numéro de compte</label>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Amount In Words</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">Montant en lettres</label>",
"<label class=""control-label"" style=""margin-bottom: 0px;"">Date Settings</label>","<label class=""control-label"" style=""margin-bottom: 0px;"">Paramètres de date</label>",
A - B,A - B,
A - C,A - C,
"A BOM with name {0} already exists for item {1}.
					<br> Did you rename the item? Please contact Administrator / Tech support
				",Une nomenclature avec le nom {0} existe déjà pour l'article {1}. Avez vous renommé l'article ? Veuillez contacter votre administrateur / support technique.,
A BOM with name {0} already exists for item {1}.,Une nomenclature avec le nom {0} existe déjà pour l'article {1},
A Customer Group exists with same name please change the Customer name or rename the Customer Group,"Un groupe de clients existe avec le même nom, veuillez changer le nom du client ou renommer le Groupe de clients",
A Default Service Level Agreement already exists.,Un accord de niveau de service par défaut existe déjà.,
A Distributed Cost Center cannot be added in the Distributed Cost Center allocation table.,Un centre de coûts distribué ne peut pas être ajouté dans la table d'allocation des centres de coûts distribués.,
A GSTIN must have 15 characters.,Un numéro GSTIN doit comporter 15 caractères,
A Holiday List can be added to exclude counting these days for the Workstation.,Une liste de vacances peut être ajoutée pour exclure le comptage de ces jours pour le poste de travail.,
A Lead requires either a person's name or an organization's name,Il faut au moins un nom de personne physique ou d'organisation dans un prospect.,
"A Product or a Service that is bought, sold or kept in stock.","Un Produit ou un Service qui est acheté, vendu ou conservé en stock.",
A Product,Un Produit,
A bank transaction exists already with the same reference number for this bank account,Une transaction bancaire existe déjà avec le même numéro de référénce pour ce compte bancaire.,
A condition for a Shipping Rule,Une condition pour une règle de livraison,
A customer must have primary contact email.,Un client doit avoir un email de contact principal.,
A customer with the same name already exists,Un client avec un nom identique existe déjà,
A friendly reminder of an important date for our team.,Rappel amical pour une date importante pour notre équipe.,
A logical Warehouse against which stock entries are made.,Un Entrepôt logique dans lequel les entrées en stock sont faites.,
A new appointment has been created for you on {},Un nouveau rendez-vous a été créé pour vous sur {},
A new appointment has been created for you with {0},Un nouveau rendez-vous a été créé pour vous avec {1},
A paid payment request exists already for {0},Une demande de paiement payée existe déjà pour {0},
A payment entry for this reference exists already,Une écriture de paiement pour ce document de référence existe déjà,
A report component can only refer to an earlier section,Une composante de rapport doit être rattaché à une section précédente,
A report component cannot refer to its parent section,Une composante de rapport ne peut pas être rattachée à sa section parente,
A template with tax category {0} already exists. Only one template is allowed with each tax category,Un modèle avec la catégorie de taxe {0} existe déjà. Vous ne pouvez créer qu'un seul modèle par catégorie de taxe,
A third party distributor / dealer / commission agent / affiliate / reseller who sells the companies products for a commission.,Un tiers distributeur / commerçant / commissionnaire / affilié / revendeur qui vend les produits de l'entreprise en échange d'une commission.,
A {0} exists between {1} and {2} (,Un·e {0} existe entre {1} et {2} (,
A+,A +,
A-,A-,
A4,A4,
A,A,
AB+,AB+,
AB-,AB-,
ACC-ADJ-.YYYY.-,ACC-ADJ-.YYYY.-,
ACC-AML-.YYYY.-,ACC-AML-.YYYY.-,
ACC-ASM-.YYYY.-,ACC-ASM-.YYYY.-,
ACC-ASR-.YYYY.-,ACC-ASR-.AAAA.-,
ACC-ASS-.YYYY.-,ACC-ASS-YYYY.-,
ACC-BTN-.YYYY.-,ACC-BTN-.YYYY.-,
ACC-CF-.YYYY.-,ACC-CF-.YYYY.-,
ACC-JV-.YYYY.-,ACC-JV-.YYYY.-,
ACC-PAY-.YYYY.-,ACC-PAY-.YYYY.-,
ACC-PINV-.YYYY.-,ACC-PINV-.YYYY.-,
ACC-PINV-RET-.YYYY.-,ACC-PINV-RET-.YYYY.-,
ACC-PRQ-.YYYY.-.MM.-.DD.-,ACC-PRQ-.YYYY.-.MM.-.DD.-,
ACC-PRQ-.YYYY.-,ACC-PRQ-.YYYY.-,
ACC-PSINV-.YYYY.-,ACC-PSINV-.YYYY.-,
ACC-SEPA-.YYYY.-,ACC-SEPA-.YYYY.-,
ACC-SH-.YYYY.-,ACC-SH-.YYYY.-,
ACC-SINV-.YYYY.-,ACC-SINV-.YYYY.-,
ACC-SINV-RET-.YYYY.-,ACC-SINV-RET-.YYYY.-,
ACC-SUB-.YYYY.-.#####,ACC-SUB-.YYYY.-.#####,
AE,AE,
AEN-.fiscal_year.-.#########,AEN-.fiscal_year.-.#########,
AMC Expiry Date,Date d'Expiration CMA,
API Details,Détails de l'API,
API Endpoint,Endpoint API,
API Key,Clé API,
API Secret Key,Clé secrète d'API,
API Token,Jeton API,
API consumer key,Clé de consommateur API,
API consumer secret,Secret de consommateur API,
API,API,
ATT-,ATT-,
AU,AU,
AWB Number,Numéro AWB,
AWS Access Key ID,ID de clé d'accès AWS,
Abbr can not be blank or space,L'abréviation ne peut être vide ou contenir un espace,
Abbr,Abréviation,
Abbreviation already used for another company,Abréviation déjà utilisée pour une autre société,
Abbreviation cannot have more than 5 characters,L'abbréviation ne peut pas avoir plus de 5 caractères,
Abbreviation is mandatory,L'abréviation est obligatoire,
Abbreviation,Abréviation,
Above,Au-dessus,
Absent Days,Jours d'absence,
Absent,Absent,
Acceptance Criteria Formula,Formula de critère d'acceptance,
Acceptance Criteria Value,Valeur du critère d'acceptance,
Acceptance Criteria,Critères d'Acceptation,
Accepted + Rejected Qty must be equal to Received quantity for Item {0},La Qté Acceptée + Rejetée doit être égale à la quantité Reçue pour l'Article {0},
Accepted Qty as per Stock UOM,Quantité acceptée d'après l'unité de mesure du stock,
Accepted Qty in Stock UOM,Unité de mesure de quantité acceptée en stock,
Accepted Qty,Qté acceptée,
Accepted Quantity,Quantité Acceptée,
Accepted Warehouse,Entrepôt de réception,
Accepted,Accepté,
Access Token Secret,Secret de jeton d'accès,
Access Token,Jeton d'accès,
Access token or Shopify URL missing,Jeton d'accès ou URL Shopify manquants,
Accessable Value,Valeur accessible,
Account Balance ({0}) and Stock Value ({1}) is out of sync for account {2} and it's linked warehouses.,Le solde comptable ({0}) et la valorisation de stock ({1}) ne sont plus en phase pour le compte {2} et ses entrepôts liés.,
Account Balance ({0}) and Stock Value ({1}) is out of sync for account {2} and linked warehouse ({3}). Please create adjustment Journal Entry for amount {4}.,Le solde comptable ({0}) et la valeur du stock ({1}) sont différents pour le compte {2} et l'entrepôt ({3}). Veuillez créer une écriture de journal d'ajustement pour un montant de {4}.,
Account Balance Out Of Sync,Solde comptable non synchronisé,
Account Balance,Solde du Compte,
Account Currency,Devise du compte,
Account Details,Détails du compte,
Account Head,Compte comptable,
Account Info,Information du Compte,
Account Manager,Responsable du compte,
Account Missing,Compte manquant,
Account Name,Nom du compte,
Account No,N° de compte,
Account Not Found,Compte non trouvé,
Account Number Length,Longueur du numéro de compte,
Account Number {0} already used in account {1},Numéro de compte {0} déjà utilisé dans le compte {1},
Account Number,Numéro de compte,
Account Paid From,Compte Payé Du,
Account Paid To,Compte Payé Au,
Account Pay Only,Compte Bénéficiaire Seulement,
Account SID,ID du compte,
Account Subtype,Sous-type de compte,
Account Type for {0} must be {1},Le type de compte pour {0} doit être {1},
Account Type,Type de compte,
Account Value,Valeur du compte,
"Account balance already in Credit, you are not allowed to set 'Balance Must Be' as 'Debit'","Le solde du compte est déjà Créditeur, vous n'êtes pas autorisé à mettre en 'Solde Doit Être' comme 'Débiteur'",
"Account balance already in Debit, you are not allowed to set 'Balance Must Be' as 'Credit'","Le solde du compte est déjà débiteur, vous n'êtes pas autorisé à définir 'Solde Doit Être' comme 'Créditeur'",
Account for Change Amount,Compte pour le rendu de monnaie,
Account for asset depreciation expenses.,Compte de dotations aux amortissements par défaut,
Account for capital work in progress accounting.,Compte d'immobilisations en cours par défaut,
Account head missing for Woocommerce tax: {0},Tête de compte manquante pour la taxe Woocommerce : {0},
Account is mandatory to get payment entries,Le compte est obligatoire pour obtenir les écritures de paiement,
Account is not set for the dashboard chart {0},Aucun compte défini pour le graphique du tableau de bord {0},
Account not Found,Compte introuvable,
Account number for account {0} is not available.<br> Please setup your Chart of Accounts correctly.,Le numéro de compte du compte {0} n'est pas disponible. <br> Veuillez configurer votre plan de comptes correctement.,
Account to use as default bank account in accounting transactions.,Compte bancaire par défaut dans les transactions comptables,
Account to use as default cash account in accounting transactions.,Compte de caisse par défaut dans les transactions comptables,
Account to use as default inter-bank transfer account in internal transfer payment entries.,Compte de virement interne utilisé dans les écritures de paiement.,
"Account type cannot be set for payroll payable account {0}, please remove and try again","Le type de compte ne doit pas être sélectionné pour le compte de paie {0}, veuillez l'enlever et recommencer.",
Account with child nodes cannot be converted to ledger,Un compte avec des enfants ne peut pas être converti en grand livre,
Account with child nodes cannot be set as ledger,Les comptes avec des nœuds enfants ne peuvent pas être défini comme grand livre,
Account with existing transaction can not be converted to group.,Un compte contenant une transaction ne peut pas être converti en groupe,
Account with existing transaction can not be deleted,Un compte contenant une transaction ne peut pas être supprimé,
Account with existing transaction cannot be converted to ledger,Un compte contenant une transaction ne peut pas être converti en grand livre,
Account {0} added multiple times,Le compte {0} a été ajouté plusieurs fois,
"Account {0} already exists in child company {1}. The following fields have different values, they should be same:<ul><li>{2}</li></ul>","Le compte {0} existe déjà dans la filiale {1}. Les champs suivants ont des valeurs différentes, elles devraient être identiques:<ul><li>{2}</li></ul>",
